"global_concept_number","industry_order","industry_name","internal_concept_type","concept_number_in_section","user_facing_video_style","concept_title","concept_raw_text","source_file","source_batch","is_active"
"898","9","חינוך / ילדים / חוגים","POV לקוח/ה אמיתי/ת","98","ugc","POV: רגע לפני החלטה","UGC type: POV לקוח/ה אמיתי/ת | Use when: מתאים ל-חוג ילדים, גן, מרכז למידה, שיעורים פרטיים, סדנאות, פעילות הורים וילדים, קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: POV: באתי לנסות את [specific_product] בלי יותר מדי ציפיות, ויצאתי עם תשובה די ברורה. | Core idea: הסרטון מצולם מנקודת מבט של לקוח/ה אמיתי/ת, עם רגעים קטנים של התלבטות, שימוש ומסקנה. בתוך סיטואציה של בסוף שיעור ניסיון, עם דגש על רואים התקדמות קטנה. | Video structure: פתיחה סלפי/POV בסיטואציה של בסוף שיעור ניסיון, בלי להרגיש כמו פרסומת | שוט ראשון: קבוצה קטנה בפעילות, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: תיק קטן בכניסה, שמוכיח/מדגים ש-רואים התקדמות קטנה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בסוף שיעור ניסיון, ומראה דרך צילום פשוט ש-רואים התקדמות קטנה. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-הורים שמחפשים מסגרת איכותית, נעימה וברורה לילדים ונותן תחושה ש-ההסבר מותאם לגיל, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הזדהות, חוויית לקוח, תחושת נוכחות | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"899","9","חינוך / ילדים / חוגים","POV לקוח/ה אמיתי/ת","99","ugc","POV: זה עבד בלי רעש","UGC type: POV לקוח/ה אמיתי/ת | Use when: מתאים ל-חוג ילדים, גן, מרכז למידה, שיעורים פרטיים, סדנאות, פעילות הורים וילדים, קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: POV: באתי לנסות את [specific_product] בלי יותר מדי ציפיות, ויצאתי עם תשובה די ברורה. | Core idea: הסרטון מצולם מנקודת מבט של לקוח/ה אמיתי/ת, עם רגעים קטנים של התלבטות, שימוש ומסקנה. בתוך סיטואציה של לפני קיץ, עם דגש על הילד רוצה לחזור. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני קיץ, בלי להרגיש כמו פרסומת | שוט ראשון: רגע של ריכוז, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: ילד מתנסה בפעילות, שמוכיח/מדגים ש-הילד רוצה לחזור | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני קיץ, ומראה דרך צילום פשוט ש-הילד רוצה לחזור. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-הורים שמחפשים מסגרת איכותית, נעימה וברורה לילדים ונותן תחושה ש-הקבוצה לא גדולה מדי, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הזדהות, חוויית לקוח, תחושת נוכחות | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"900","9","חינוך / ילדים / חוגים","POV לקוח/ה אמיתי/ת","100","ugc","POV: הלקוח/ה שחוזר/ת","UGC type: POV לקוח/ה אמיתי/ת | Use when: מתאים ל-חוג ילדים, גן, מרכז למידה, שיעורים פרטיים, סדנאות, פעילות הורים וילדים, קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש, הרשמה, שיעור ניסיון, סדנה, קייטנה, מסלול לימוד, פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: POV: באתי לנסות את [specific_product] בלי יותר מדי ציפיות, ויצאתי עם תשובה די ברורה. | Core idea: הסרטון מצולם מנקודת מבט של לקוח/ה אמיתי/ת, עם רגעים קטנים של התלבטות, שימוש ומסקנה. בתוך סיטואציה של כשמחפשים ביטחון לילד, עם דגש על הפעילות נותנת ערך מעבר לזמן מסך. | Video structure: פתיחה סלפי/POV בסיטואציה של כשמחפשים ביטחון לילד, בלי להרגיש כמו פרסומת | שוט ראשון: סיום עם תוצר ביד, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: מדריך מסביר בגובה העיניים, שמוכיח/מדגים ש-הפעילות נותנת ערך מעבר לזמן מסך | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשמחפשים ביטחון לילד, ומראה דרך צילום פשוט ש-הפעילות נותנת ערך מעבר לזמן מסך. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-הורים שמחפשים מסגרת איכותית, נעימה וברורה לילדים ונותן תחושה ש-יש יחס אישי, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הזדהות, חוויית לקוח, תחושת נוכחות | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"901","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","1","ugc","לקחתי את זה ליום שלם","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של כשכאב קטן חוזר, עם דגש על ההסבר מרגיע. | Video structure: פתיחה סלפי/POV בסיטואציה של כשכאב קטן חוזר, בלי להרגיש כמו פרסומת | שוט ראשון: כניסה לקליניקה שקטה, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: תרגיל קטן בבית, שמוכיח/מדגים ש-ההסבר מרגיע | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשכאב קטן חוזר, ומראה דרך צילום פשוט ש-ההסבר מרגיע. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-לא מבטיחים ניסים, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"902","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","2","ugc","זה התחיל כניסיון קטן","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של אחרי תקופה של עומס, עם דגש על יש תוכנית ולא רק טיפול חד־פעמי. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי תקופה של עומס, בלי להרגיש כמו פרסומת | שוט ראשון: שיחה לפני טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: הסבר עם מודל/דף, שמוכיח/מדגים ש-יש תוכנית ולא רק טיפול חד־פעמי | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי תקופה של עומס, ומראה דרך צילום פשוט ש-יש תוכנית ולא רק טיפול חד־פעמי. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש הקלה הדרגתית, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"903","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","3","ugc","הפריט שעבר איתי יום עמוס","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של לפני שמחכים יותר מדי, עם דגש על המטופל מבין מה עושים. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני שמחכים יותר מדי, בלי להרגיש כמו פרסומת | שוט ראשון: ידיים מסדרות מיטת טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: נשימה עמוקה, שמוכיח/מדגים ש-המטופל מבין מה עושים | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני שמחכים יותר מדי, ומראה דרך צילום פשוט ש-המטופל מבין מה עושים. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-המרחב מרגיש בטוח, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"904","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","4","ugc","חשבתי שאשתמש בזה פעם אחת","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של אחרי המלצה, עם דגש על הגישה מקצועית ואנושית. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי המלצה, בלי להרגיש כמו פרסומת | שוט ראשון: תרגיל קטן בבית, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: רגע אחרי טיפול, שמוכיח/מדגים ש-הגישה מקצועית ואנושית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי המלצה, ומראה דרך צילום פשוט ש-הגישה מקצועית ואנושית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-מקבלים כלים לבית, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"905","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","5","ugc","בדיקת יום רגיל","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של בתחילת תהליך, עם דגש על לא מבטיחים ניסים. | Video structure: פתיחה סלפי/POV בסיטואציה של בתחילת תהליך, בלי להרגיש כמו פרסומת | שוט ראשון: הסבר עם מודל/דף, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: קביעת תור בטלפון, שמוכיח/מדגים ש-לא מבטיחים ניסים | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בתחילת תהליך, ומראה דרך צילום פשוט ש-לא מבטיחים ניסים. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש מעקב, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"906","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","6","ugc","יום אחד בלי להחליף","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של אחרי אימון, עם דגש על יש הקלה הדרגתית. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי אימון, בלי להרגיש כמו פרסומת | שוט ראשון: נשימה עמוקה, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: מרחב נקי ומואר, שמוכיח/מדגים ש-יש הקלה הדרגתית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי אימון, ומראה דרך צילום פשוט ש-יש הקלה הדרגתית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-הטיפול מותאם לאדם, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"907","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","7","ugc","מה נשאר איתי עד הערב","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של לפני חזרה לשגרה, עם דגש על המרחב מרגיש בטוח. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני חזרה לשגרה, בלי להרגיש כמו פרסומת | שוט ראשון: רגע אחרי טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: מטופל יוצא רגוע, שמוכיח/מדגים ש-המרחב מרגיש בטוח | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני חזרה לשגרה, ומראה דרך צילום פשוט ש-המרחב מרגיש בטוח. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-ההסבר מרגיע, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
"908","10","בריאות / טיפולים / קליניקות","עדות יום אמיתי","8","ugc","הדבר שלא הפריע לי כל היום","UGC type: עדות יום אמיתי | Use when: מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי. | Built-in hook: לקחתי את [specific_product] ליום רגיל לגמרי, ורציתי לבדוק אם זה באמת מחזיק מעבר לתמונה יפה. | Core idea: היוצר/ת מתעד/ת יום רגיל שבו [specific_product] משתלב בכמה רגעים אמיתיים, בלי להציג אותו כמושלם מדי. בתוך סיטואציה של כשצריך הסבר רגוע, עם דגש על מקבלים כלים לבית. | Video structure: פתיחה סלפי/POV בסיטואציה של כשצריך הסבר רגוע, בלי להרגיש כמו פרסומת | שוט ראשון: קביעת תור בטלפון, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: כניסה לקליניקה שקטה, שמוכיח/מדגים ש-מקבלים כלים לבית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body template: היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשצריך הסבר רגוע, ומראה דרך צילום פשוט ש-מקבלים כלים לבית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA template: אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש תוכנית ולא רק טיפול חד־פעמי, שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: עדות עצמית, הוכחת שימוש, אמינות יומיומית | Filming style: צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.","briefi_ugc_conceptbank_1000.csv","1000_UGC_Briefi_10_display_clean","true"
