category,style,ugc_type,concept_name,use_when,focus_fit,built_in_hook,core_idea,video_structure,body_template,cta_template,psychology,filming_style,adaptation_rule
בריאות / טיפולים / קליניקות,UGC המלצה,בדיקת אמת,בדיקה לא מקצועית אבל אמיתית,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של אחרי המלצה, עם דגש על הגישה מקצועית ואנושית.","פתיחה סלפי/POV בסיטואציה של אחרי המלצה, בלי להרגיש כמו פרסומת | שוט ראשון: תרגיל קטן בבית, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: רגע אחרי טיפול, שמוכיח/מדגים ש-הגישה מקצועית ואנושית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי המלצה, ומראה דרך צילום פשוט ש-הגישה מקצועית ואנושית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-מקבלים כלים לבית, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC עדות עצמית,בדיקת אמת,האם זה מחזיק במציאות,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של בתחילת תהליך, עם דגש על לא מבטיחים ניסים.","פתיחה סלפי/POV בסיטואציה של בתחילת תהליך, בלי להרגיש כמו פרסומת | שוט ראשון: הסבר עם מודל/דף, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: קביעת תור בטלפון, שמוכיח/מדגים ש-לא מבטיחים ניסים | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בתחילת תהליך, ומראה דרך צילום פשוט ש-לא מבטיחים ניסים. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש מעקב, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,בדיקת אמת,ניסיתי כמו לקוח/ה רגיל/ה,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של אחרי אימון, עם דגש על יש הקלה הדרגתית.","פתיחה סלפי/POV בסיטואציה של אחרי אימון, בלי להרגיש כמו פרסומת | שוט ראשון: נשימה עמוקה, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: מרחב נקי ומואר, שמוכיח/מדגים ש-יש הקלה הדרגתית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי אימון, ומראה דרך צילום פשוט ש-יש הקלה הדרגתית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-הטיפול מותאם לאדם, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC עדות עצמית,בדיקת אמת,מבחן השימוש הפשוט,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של לפני חזרה לשגרה, עם דגש על המרחב מרגיש בטוח.","פתיחה סלפי/POV בסיטואציה של לפני חזרה לשגרה, בלי להרגיש כמו פרסומת | שוט ראשון: רגע אחרי טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: מטופל יוצא רגוע, שמוכיח/מדגים ש-המרחב מרגיש בטוח | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני חזרה לשגרה, ומראה דרך צילום פשוט ש-המרחב מרגיש בטוח. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-ההסבר מרגיע, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,בדיקת אמת,לא נתתי לזה חיים קלים,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של כשצריך הסבר רגוע, עם דגש על מקבלים כלים לבית.","פתיחה סלפי/POV בסיטואציה של כשצריך הסבר רגוע, בלי להרגיש כמו פרסומת | שוט ראשון: קביעת תור בטלפון, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: כניסה לקליניקה שקטה, שמוכיח/מדגים ש-מקבלים כלים לבית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשצריך הסבר רגוע, ומראה דרך צילום פשוט ש-מקבלים כלים לבית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש תוכנית ולא רק טיפול חד־פעמי, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC עדות עצמית,בדיקת אמת,בדקתי את ההבטחה,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של אחרי לילה לא נוח, עם דגש על יש מעקב.","פתיחה סלפי/POV בסיטואציה של אחרי לילה לא נוח, בלי להרגיש כמו פרסומת | שוט ראשון: מרחב נקי ומואר, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: שיחה לפני טיפול, שמוכיח/מדגים ש-יש מעקב | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי לילה לא נוח, ומראה דרך צילום פשוט ש-יש מעקב. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-המטופל מבין מה עושים, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,בדיקת אמת,מבחן רגע האמת,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של כשמבינים שצריך לטפל בזה, עם דגש על הטיפול מותאם לאדם.","פתיחה סלפי/POV בסיטואציה של כשמבינים שצריך לטפל בזה, בלי להרגיש כמו פרסומת | שוט ראשון: מטופל יוצא רגוע, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: ידיים מסדרות מיטת טיפול, שמוכיח/מדגים ש-הטיפול מותאם לאדם | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשמבינים שצריך לטפל בזה, ומראה דרך צילום פשוט ש-הטיפול מותאם לאדם. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-הגישה מקצועית ואנושית, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,לפני ואחרי עדין,לפני ואחרי בלי דרמה,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של כשכאב קטן חוזר, עם דגש על ההסבר מרגיע.","פתיחה סלפי/POV בסיטואציה של כשכאב קטן חוזר, בלי להרגיש כמו פרסומת | שוט ראשון: כניסה לקליניקה שקטה, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: תרגיל קטן בבית, שמוכיח/מדגים ש-ההסבר מרגיע | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשכאב קטן חוזר, ומראה דרך צילום פשוט ש-ההסבר מרגיע. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-לא מבטיחים ניסים, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC עדות עצמית,לפני ואחרי עדין,השינוי הקטן שרואים,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של אחרי תקופה של עומס, עם דגש על יש תוכנית ולא רק טיפול חד־פעמי.","פתיחה סלפי/POV בסיטואציה של אחרי תקופה של עומס, בלי להרגיש כמו פרסומת | שוט ראשון: שיחה לפני טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: הסבר עם מודל/דף, שמוכיח/מדגים ש-יש תוכנית ולא רק טיפול חד־פעמי | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי תקופה של עומס, ומראה דרך צילום פשוט ש-יש תוכנית ולא רק טיפול חד־פעמי. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש הקלה הדרגתית, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,לפני ואחרי עדין,"לא מהפך, פשוט יותר טוב","מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של לפני שמחכים יותר מדי, עם דגש על המטופל מבין מה עושים.","פתיחה סלפי/POV בסיטואציה של לפני שמחכים יותר מדי, בלי להרגיש כמו פרסומת | שוט ראשון: ידיים מסדרות מיטת טיפול, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: נשימה עמוקה, שמוכיח/מדגים ש-המטופל מבין מה עושים | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני שמחכים יותר מדי, ומראה דרך צילום פשוט ש-המטופל מבין מה עושים. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-המרחב מרגיש בטוח, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC עדות עצמית,לפני ואחרי עדין,מה השתנה אחרי שניסיתי,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של אחרי המלצה, עם דגש על הגישה מקצועית ואנושית.","פתיחה סלפי/POV בסיטואציה של אחרי המלצה, בלי להרגיש כמו פרסומת | שוט ראשון: תרגיל קטן בבית, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: רגע אחרי טיפול, שמוכיח/מדגים ש-הגישה מקצועית ואנושית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי המלצה, ומראה דרך צילום פשוט ש-הגישה מקצועית ואנושית. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-מקבלים כלים לבית, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
בריאות / טיפולים / קליניקות,UGC המלצה,לפני ואחרי עדין,לפני זה היה קצת מסורבל,"מתאים ל-פיזיותרפיה, רפואה משלימה, קליניקה פרטית, טיפול רגשי, דיקור, עיסוי רפואי, תזונה קלינית או שירות בריאות פרטי כשרוצים לקדם טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא טיפול, אבחון, פגישת ייעוץ, סדרת טיפולים, שירות חדש, בדיקה או מסלול ליווי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של בתחילת תהליך, עם דגש על לא מבטיחים ניסים.","פתיחה סלפי/POV בסיטואציה של בתחילת תהליך, בלי להרגיש כמו פרסומת | שוט ראשון: הסבר עם מודל/דף, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: קביעת תור בטלפון, שמוכיח/מדגים ש-לא מבטיחים ניסים | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בתחילת תהליך, ומראה דרך צילום פשוט ש-לא מבטיחים ניסים. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-אנשים שרוצים לטפל בעצמם בצורה מקצועית, רגועה ולא מלחיצה ונותן תחושה ש-יש מעקב, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
