global_concept_number,industry_order,industry_name,internal_concept_type,concept_number_in_section,user_facing_video_style,concept_title,concept_raw_text,source_file,source_batch,is_active
821,9,הורות; ילדים ומשפחה,UGC עדות עצמית | לא ציפיתי,21,ugc,לא חשבתי שזה יפתיע אותי,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של אחרי בית ספר; עם דגש על הילד יוצא עם ביטחון. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי בית ספר; בלי להרגיש כמו פרסומת | שוט ראשון: תיק קטן בכניסה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: ידיים יוצרות משהו; שמוכיח ומדגים שהילד יוצא עם ביטחון | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך אחרי בית ספר; ומראה דרך צילום פשוט שהילד יוצא עם ביטחון. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שההורים מבינים מה קורה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
822,9,הורות; ילדים ומשפחה,UGC המלצה | לא ציפיתי,22,ugc,באתי בלי ציפיות,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של לפני חופש; עם דגש על ההסבר מותאם לגיל. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני חופש; בלי להרגיש כמו פרסומת | שוט ראשון: ילד מתנסה בפעילות; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: מחברת פתוחה; שמוכיח ומדגים שההסבר מותאם לגיל | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני חופש; ומראה דרך צילום פשוט שההסבר מותאם לגיל. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שהלמידה מרגישה חווייתית; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
823,9,הורות; ילדים ומשפחה,UGC עדות עצמית | לא ציפיתי,23,ugc,הקטע שלא ציפיתי לו,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של כשהילד מחפש עניין; עם דגש על הקבוצה לא גדולה מדי. | Video structure: פתיחה סלפי/POV בסיטואציה של כשהילד מחפש עניין; בלי להרגיש כמו פרסומת | שוט ראשון: מדריך מסביר בגובה העיניים; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: חיוך אחרי הצלחה; שמוכיח ומדגים שהקבוצה לא גדולה מדי | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשהילד מחפש עניין; ומראה דרך צילום פשוט שהקבוצה לא גדולה מדי. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שיש מסגרת ברורה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
824,9,הורות; ילדים ומשפחה,UGC המלצה | לא ציפיתי,24,ugc,חשבתי שזה עוד אחד כזה,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של לפני הרשמה לשנה; עם דגש על יש יחס אישי. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני הרשמה לשנה; בלי להרגיש כמו פרסומת | שוט ראשון: ידיים יוצרות משהו; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: הורה מסתכל מהצד; שמוכיח ומדגים שיש יחס אישי | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני הרשמה לשנה; ומראה דרך צילום פשוט שיש יחס אישי. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שרואים התקדמות קטנה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
825,9,הורות; ילדים ומשפחה,UGC עדות עצמית | לא ציפיתי,25,ugc,הופתעתי דווקא מהפרט הקטן,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של אחרי קושי בלימודים; עם דגש על ההורים מבינים מה קורה. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי קושי בלימודים; בלי להרגיש כמו פרסומת | שוט ראשון: מחברת פתוחה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: קבוצה קטנה בפעילות; שמוכיח ומדגים שההורים מבינים מה קורה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך אחרי קושי בלימודים; ומראה דרך צילום פשוט שההורים מבינים מה קורה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שהילד רוצה לחזור; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
826,9,הורות; ילדים ומשפחה,UGC המלצה | לא ציפיתי,26,ugc,זה עבד יותר ממה שחשבתי,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של ביום פעילות; עם דגש על הלמידה מרגישה חווייתית. | Video structure: פתיחה סלפי/POV בסיטואציה של ביום פעילות; בלי להרגיש כמו פרסומת | שוט ראשון: חיוך אחרי הצלחה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: רגע של ריכוז; שמוכיח ומדגים שהלמידה מרגישה חווייתית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך ביום פעילות; ומראה דרך צילום פשוט שהלמידה מרגישה חווייתית. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שהפעילות נותנת ערך מעבר לזמן מסך; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
827,9,הורות; ילדים ומשפחה,UGC עדות עצמית | לא ציפיתי,27,ugc,לא הבנתי את ההתלהבות עד שניסיתי,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של כשצריך מסגרת טובה; עם דגש על יש מסגרת ברורה. | Video structure: פתיחה סלפי/POV בסיטואציה של כשצריך מסגרת טובה; בלי להרגיש כמו פרסומת | שוט ראשון: הורה מסתכל מהצד; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: סיום עם תוצר ביד; שמוכיח ומדגים שיש מסגרת ברורה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשצריך מסגרת טובה; ומראה דרך צילום פשוט שיש מסגרת ברורה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שהילד יוצא עם ביטחון; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
828,9,הורות; ילדים ומשפחה,UGC המלצה | לא ציפיתי,28,ugc,זה היה אמור להיות רגיל,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של בסוף שיעור ניסיון; עם דגש על רואים התקדמות קטנה. | Video structure: פתיחה סלפי/POV בסיטואציה של בסוף שיעור ניסיון; בלי להרגיש כמו פרסומת | שוט ראשון: קבוצה קטנה בפעילות; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: תיק קטן בכניסה; שמוכיח ומדגים שרואים התקדמות קטנה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך בסוף שיעור ניסיון; ומראה דרך צילום פשוט שרואים התקדמות קטנה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שההסבר מותאם לגיל; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
829,9,הורות; ילדים ומשפחה,UGC עדות עצמית | לא ציפיתי,29,ugc,הדבר הקטן ששינה לי את הדעה,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של לפני קיץ; עם דגש על הילד רוצה לחזור. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני קיץ; בלי להרגיש כמו פרסומת | שוט ראשון: רגע של ריכוז; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: ילד מתנסה בפעילות; שמוכיח ומדגים שהילד רוצה לחזור | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני קיץ; ומראה דרך צילום פשוט שהילד רוצה לחזור. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שהקבוצה לא גדולה מדי; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
830,9,הורות; ילדים ומשפחה,UGC המלצה | לא ציפיתי,30,ugc,באתי סקפטי/ת,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: מודה; לא ממש הבנתי מה מיוחד ב[specific_product] עד שניסיתי את זה בעצמי. | Core idea: היוצר/ת מתחיל/ה מספקנות קלה ומגלה לאורך הסרטון פרט שימושי; טעים; נוח או מרגיע שמשנה את הרושם. בתוך סיטואציה של כשמחפשים ביטחון לילד; עם דגש על הפעילות נותנת ערך מעבר לזמן מסך. | Video structure: פתיחה סלפי/POV בסיטואציה של כשמחפשים ביטחון לילד; בלי להרגיש כמו פרסומת | שוט ראשון: סיום עם תוצר ביד; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: מדריך מסביר בגובה העיניים; שמוכיח ומדגים שהפעילות נותנת ערך מעבר לזמן מסך | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשמחפשים ביטחון לילד; ומראה דרך צילום פשוט שהפעילות נותנת ערך מעבר לזמן מסך. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שיש יחס אישי; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: ספקנות שהופכת להוכחה; סקרנות; אותנטיות | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
831,9,הורות; ילדים ומשפחה,UGC המלצה | בעיה קטנה פתרון קטן,31,ugc,בעיה קטנה שעיצבנה אותי,Use when: מתאים לחוג ילדים; גן; מרכז למידה; שיעורים פרטיים; סדנאות; פעילות הורים וילדים; קייטנה או תוכנית העשרה כשרוצים לקדם חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא חוג חדש; הרשמה; שיעור ניסיון; סדנה; קייטנה; מסלול לימוד; פעילות חווייתית או תוכנית חיזוק או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא פתר לי את החיים; אבל [specific_product] כן פתר לי בעיה קטנה שממש הציקה. | Core idea: מציגים בעיה יומיומית אחת ואז מראים איך [specific_product] נותן לה פתרון פשוט; בלי הגזמה ובלי הבטחות ענק. בתוך סיטואציה של אחרי בית ספר; עם דגש על הילד יוצא עם ביטחון. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי בית ספר; בלי להרגיש כמו פרסומת | שוט ראשון: תיק קטן בכניסה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: ידיים יוצרות משהו; שמוכיח ומדגים שהילד יוצא עם ביטחון | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך אחרי בית ספר; ומראה דרך צילום פשוט שהילד יוצא עם ביטחון. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים להורים שמחפשים מסגרת איכותית; נעימה וברורה לילדים ונותן תחושה שההורים מבינים מה קורה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הקלה מיידית; פרקטיות; הזדהות עם כאב קטן | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
